_row,company_name,url,fit_state,fit_category,fit_evidence,evidence_urls,action
736,共同精版印刷株式会社,https://www.ksp-group.co.jp,web,Web制作会社,ホームページ制作 / Webサイト制作,https://www.ksp-group.co.jp/service/website/ | https://www.ksp-group.co.jp/service/,appended_sheet1
737,Fan Circle株式会社,https://fan-circle.com,exclude,,,,excluded_service:official_service_unconfirmed
738,株式会社HAMONZ,https://hamonz.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
739,株式会社ウィズプロデュース,https://with-produce.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
740,株式会社 HIROGARU,https://hirogaru.co.jp,web,Web制作会社,Web制作 / LP制作,https://hirogaru.co.jp/service/ | https://hirogaru.co.jp/solution/,appended_sheet1
741,アイ・モバイル株式会社,https://www.it-marketing.jp,web,Web制作会社,ホームページ制作 / ホームページ作成 / Web制作,https://www.it-marketing.jp/service/,appended_sheet1
742,株式会社フォトクリエイト,https://www.photocreate.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
743,株式会社オールムービー・ジャパン,https://www.allmovie.jp,exclude,,,,excluded_service:official_service_unconfirmed
744,株式会社メイカヒット,https://make-a-hit.co.jp,marketing,Webマーケティング・広告,マーケティング支援,https://make-a-hit.co.jp/marketing/,appended_webmarketing
745,ソニックス株式会社,https://sonics.co.jp,marketing,Webマーケティング・広告,広告代理店 / Web広告,https://sonics.co.jp/,appended_webmarketing
746,株式会社インターゾーン,https://inter-zone.jp,exclude,,,,excluded_service:official_service_unconfirmed
747,西川コミュニケーションズ株式会社,https://www.nishikawa.jp,marketing,Webマーケティング・広告,デジタルマーケティング / Webマーケティング / 広告代理店,https://www.nishikawa.jp/business/ | https://www.nishikawa.jp/,appended_webmarketing
748,株式会社ジーン,https://jeane.jp,exclude,,,,excluded_service:official_service_unconfirmed
749,株式会社ワンプルーフ,https://www.one-proof.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
750,株式会社ベンチャーコンサルタント,https://www.vec-inc.info,exclude,,,,excluded_service:official_service_unconfirmed
751,株式会社ベルーフ,https://www.act-marketing.jp,web,Web制作会社,ホームページ制作 / Webサイト制作 / コーポレートサイト制作,https://www.act-marketing.jp/service/creative.html,appended_sheet1
752,株式会社Simple,https://simple2018.com,exclude,,,,excluded_service:official_service_unconfirmed
753,YourColor株式会社,https://your-color.co.jp,web,Web制作会社,Web制作 / Webサイト制作,https://your-color.co.jp/web_works/,appended_sheet1
754,株式会社サードクエスト,https://thirdquest.jp,web,Web制作会社,ホームページ制作,https://thirdquest.jp/homepage-production,appended_sheet1
755,リトライブ株式会社,https://rekaizen.com,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用代行 / SNS運用,https://rekaizen.com/web-ad | https://rekaizen.com/business-card,kept_sns
756,株式会社SAND,https://sand-sendai.com,web,Web制作会社,Web制作,https://sand-sendai.com/,appended_sheet1
757,株式会社 太洋堂,https://www.love.co.jp,web,Web制作会社,Web制作 / ホームページ制作 / Webサイト制作,https://www.love.co.jp/ | https://www.love.co.jp/categories/service/ | https://www.love.co.jp/service/,appended_sheet1
758,株式会社iD,https://id-project.jp,exclude,,,,excluded_service:official_service_unconfirmed
759,株式会社彩カンパニー,https://irodori-company.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
760,株式会社ぷろぺら,https://www.propeller-tv.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
761,株式会社 エフインク,https://www.f-inc.com,exclude,,,,excluded_service:official_service_unconfirmed
762,株式会社プラージュ,https://www.prage.jp,web,Web制作会社,Web制作,https://www.prage.jp/,appended_sheet1
763,ママダカラ株式会社,https://mamadakara.com,web,Web制作会社,Web制作 / ECサイト制作 / ウェブ制作,https://mamadakara.com/services/ | https://mamadakara.com/,appended_sheet1
764,株式会社Make,https://makeit-cp.co.jp,web,Web制作会社,Web制作,https://makeit-cp.co.jp/web/,appended_sheet1
765,株式会社ジーウェイブ,https://ziwave.com,web,Web制作会社,Web制作 / ホームページ制作 / ウェブサイト制作,https://ziwave.com/business/ | https://ziwave.com/business/web/,appended_sheet1
766,株式会社文化工房,https://www.bun.co.jp,web,Web制作会社,Web制作,https://www.bun.co.jp/service/web/,appended_sheet1
767,株式会社シンクエイト,https://thinkeight.co.jp,web,Web制作会社,ホームページ制作,https://thinkeight.co.jp/service/digital-marketing,appended_sheet1
768,有限会社ゴルゴオフィス,https://golgo-office.com,web,Web制作会社,Web制作,https://golgo-office.com/website.php,appended_sheet1
769,NRワークス合同会社,https://nr-works.jp,sns,SNS運用・SNS広告,SNS運用 / SNS広告,https://nr-works.jp/creative-services/ | https://nr-works.jp/marketing-strategy/,kept_sns
770,株式会社テックスフィア,https://techsphere.co.jp,web,Web制作会社,Webサイト制作 / 採用サイト制作,https://techsphere.co.jp/service/,appended_sheet1
771,株式会社ワイプ,https://yep-co.net,sns,SNS運用・SNS広告,SNS広告運用 / SNS広告 / SNS運用,https://yep-co.net/service/snsad/ | https://yep-co.net/,kept_sns
772,株式会社システムタイズ,https://www.system-ties.co.jp,web,Web制作会社,ホームページ制作 / Webサイト制作 / Web制作,https://www.system-ties.co.jp/web/ | https://www.system-ties.co.jp/service_info/,appended_sheet1
773,ハリマニックス株式会社,https://www.harimanics.co.jp,web,Web制作会社,Webサイト制作 / コーポレートサイト制作 / 採用サイト制作,https://www.harimanics.co.jp/service/website/,appended_sheet1
774,株式会社ルーフコネクト,https://www.roof-connect.jp,marketing,Webマーケティング・広告,集客支援,https://www.roof-connect.jp/service/,appended_webmarketing
775,株式会社OIC,https://fmfm-oic.com,web,Web制作会社,Webサイト制作 / Web制作 / ECサイト制作,https://fmfm-oic.com/service/ | https://fmfm-oic.com/service/movie/ | https://fmfm-oic.com/,appended_sheet1
776,合同会社チャートクリエイティブ,https://chart-cr.com,exclude,,,,excluded_service:official_service_unconfirmed
777,株式会社フィルムズ,https://films.co.jp,web,Web制作会社,ウェブ制作,https://films.co.jp/web/,appended_sheet1
778,エス・エス・ピー株式会社,https://s-ssp.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
779,株式会社NoSHAPE,https://noshape.jp,sns,SNS運用・SNS広告,SNS運用 / Instagram広告運用,https://noshape.jp/service/ec_operation/ | https://noshape.jp/service/advertising/,kept_sns
780,株式会社WEBROPES,https://webropes.jp,web,Web制作会社,ホームページ制作,https://webropes.jp/,appended_sheet1
781,株式会社エルアイディ,https://nine-feel.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNS広告運用,https://nine-feel.com/web/,kept_sns
782,SportsEntertainment株式会社,https://spoen.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://spoen.co.jp/service/,kept_sns
783,株式会社SUKIMA,https://sukima-c.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
784,エレクス株式会社,https://www.elecs-web.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
785,株式会社THE4KIND,https://the4kind.jp,web,Web制作会社,ホームページ制作 / Web制作,https://the4kind.jp/service/ | https://the4kind.jp/service/server/,appended_sheet1
786,株式会社アドダイブ,https://www.addive.net,marketing,Webマーケティング・広告,Web広告運用 / Web広告 / 広告運用代行,https://www.addive.net/service,appended_webmarketing
787,株式会社ダイヤモンド・ピーアール・センター,https://www.diaprc.co.jp,marketing,Webマーケティング・広告,SEO対策 / プロモーション支援,https://www.diaprc.co.jp/services/,appended_webmarketing
788,株式会社NSFエンゲージメント,https://mol-t.jp,exclude,,,,excluded_service:official_service_unconfirmed
789,株式会社LEL,https://lel-japan.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://lel-japan.co.jp/,kept_sns
790,合同会社ミナノ,https://minano.biz,exclude,,,,excluded_service:official_service_unconfirmed
791,笹徳印刷株式会社,https://www.sasatoku.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
792,良い広告株式会社,https://www.ekoukoku.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
793,ブラザー印刷株式会社,https://site.brother-p.com,web,Web制作会社,ホームページ制作 / サイトリニューアル,https://site.brother-p.com/archives/works-category/web/,appended_sheet1
794,株式会社大阪オリコミ,https://www.osakaorikomi.co.jp,marketing,Webマーケティング・広告,広告代理店 / Web広告,https://www.osakaorikomi.co.jp/,appended_webmarketing
795,株式会社ウエディングパーク,https://www.weddingpark.co.jp,marketing,Webマーケティング・広告,デジタルマーケティング / マーケティング支援,https://www.weddingpark.co.jp/service,appended_webmarketing
796,株式会社LIBEO,https://libeo.co.jp,marketing,Webマーケティング・広告,Webマーケティング / SEO対策,https://libeo.co.jp/service/,appended_webmarketing
797,株式会社アクトライブ,https://actlive.co.jp,web,Web制作会社,Web制作 / ホームページ制作,https://actlive.co.jp/web/,appended_sheet1
798,サンスピリッツ株式会社,https://sun-spirits.com,exclude,,,,excluded_service:official_service_unconfirmed
799,中心設計株式会社,https://centered-design.co.jp,marketing,Webマーケティング・広告,ウェブマーケティング / Webマーケティング,https://centered-design.co.jp/service/,appended_webmarketing
800,株式会社アルテックス,https://ct-artex.co.jp,web,Web制作会社,ホームページ制作 / Webサイト制作 / Web制作,https://ct-artex.co.jp/service/web-design/ | https://ct-artex.co.jp/service/,appended_sheet1
801,株式会社FourHills,https://fourhills.jp,web,Web制作会社,Web制作,https://fourhills.jp/,appended_sheet1
802,株式会社ヒノマル,https://www.hinomal.com,marketing,Webマーケティング・広告,販促支援,https://www.hinomal.com/marketing-support,appended_webmarketing
803,株式会社ホジョセン,https://www.hojosen.co.jp,marketing,Webマーケティング・広告,マーケティング支援,https://www.hojosen.co.jp/practices/marketing-process/,appended_webmarketing
804,有限会社コアプランニング,https://coreplanning.jp,web,Web制作会社,Web制作 / ウェブ制作,https://coreplanning.jp/web/,appended_sheet1
805,株式会社ピー・ディー・ネットワーク,https://www.pd-n.jp,exclude,,,,excluded_service:official_service_unconfirmed
806,株式会社 ラセン,https://racen.co.jp,web,Web制作会社,Webサイト制作 / Web制作 / ホームページ制作,https://racen.co.jp/service/ | https://racen.co.jp/web-production/ | https://racen.co.jp/,appended_sheet1
807,株式会社 デルタ・ソリューションアンドマーケティング,https://deltasm.com,exclude,,,,excluded_service:official_service_unconfirmed
808,株式会社プレパラート,https://preparat.jp,exclude,,,,excluded_service:official_service_unconfirmed
809,株式会社 エム・ビデオプロダクション,https://www.mvideo.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
810,株式会社グローバルプリント,https://www.globalprint.co.jp,web,Web制作会社,Web制作,https://www.globalprint.co.jp/services,appended_sheet1
811,杉山メディアサポート株式会社,https://www.sugiyama-ms.co.jp,web,Web制作会社,Webサイト制作 / サイトリニューアル,https://www.sugiyama-ms.co.jp/service/web/,appended_sheet1
812,株式会社就職情報センター,https://www.sjc-net.co.jp,web,Web制作会社,採用サイト制作 / ホームページ制作,https://www.sjc-net.co.jp/business/shinsotsu/jinji.html | https://www.sjc-net.co.jp/business/,appended_sheet1
813,株式会社亀山デザイン,https://kame-d.co.jp,web,Web制作会社,Web制作,https://kame-d.co.jp/,excluded_reference:company_name
814,株式会社ソーゴー,https://sogo-aichi.co.jp,web,Web制作会社,Webサイト制作 / LP制作 / Web制作,https://sogo-aichi.co.jp/product/website | https://sogo-aichi.co.jp/,appended_sheet1
815,株式会社alter,https://alter-inc.jp,web,Web制作会社,Web制作 / Webサイト制作 / ホームページ作成,https://alter-inc.jp/website-operation/ | https://alter-inc.jp/,appended_sheet1
816,ミナトメイワ印刷株式会社,https://www.minatomeiwa.jp,web,Web制作会社,Web制作,https://www.minatomeiwa.jp/,appended_sheet1
